repository_normalized,url,source_count,source_catalogues,status
abhixhek/jevcal,https://github.com/abhixhek/jevcal,31,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""Gerry9000/awesome-jev"", ""KennethAshley/awesome-jev"", ""KuzanJ/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""cobanov/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""notsointresting/awesome-jev-family"", ""oxwen11/awesome-jev"", ""punk2898/awesome-jev-verified"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
abinashray008/fraud-classifier,https://github.com/abinashray008/fraud-classifier,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ably-labs/jev-pong,https://github.com/ably-labs/jev-pong,13,"[""Gerry9000/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""evan87863/awesome-jev-examples"", ""ham-zax/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
abnormalpilot/jev-playground,https://github.com/abnormalpilot/jev-playground,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
aboisvert/jevvy,https://github.com/aboisvert/jevvy,2,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
above-the-fold/typesafe-sdk-swift,https://github.com/above-the-fold/typesafe-sdk-swift,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
abovecolin/ha-jev,https://github.com/abovecolin/ha-jev,42,"[""AbdelStark/awesome-typesafe-jev"", ""AiPersonacademy/Awesome-jev-use"", ""Amal-David/awesome-jev"", ""Anil-matcha/awesome-jev-by-typesafe"", ""AnotiaWang/awesome-jev"", ""AppitStudio/awesome-jev"", ""BeatAPI/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""SeeAPI/awesome-jev-use-cases"", ""Vishnurr2k01/awesome-jev"", ""anandi1989/awesome-jev-usecases"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""dog-last/awesome-jev"", ""evan87863/awesome-jev-examples"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""rhc98/awesome-jev"", ""robokrunch/awesome-jev"", ""sontakey/awesome-jev"", ""stainlu/awesome-jev"", ""tanxarx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""wh000wh000/awesome-jev-live"", ""yibie/awesome-jev"", ""youzizzz1028/Awesome-Jev"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
abovecolin/jevclient,https://github.com/abovecolin/jevclient,22,"[""AiPersonacademy/Awesome-jev-use"", ""AnotiaWang/awesome-jev"", ""Gerry9000/awesome-jev"", ""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""Vishnurr2k01/awesome-jev"", ""anandi1989/awesome-jev-usecases"", ""cobanov/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""kraayenjon/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""valentynkit/awesome-jev-typesafe"", ""wh000wh000/awesome-jev-live"", ""yzfly/awesome-jev-zh""]",unverified_outgoing_link_candidate
absolutegeist/code-geist,https://github.com/absolutegeist/code-geist,2,"[""RadRebelSam/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
abstractfruitfactory/loremaster,https://github.com/abstractfruitfactory/loremaster,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ac40/autolsp,https://github.com/ac40/autolsp,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
acharyaanusha/magic-jev,https://github.com/acharyaanusha/magic-jev,3,"[""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
achimala/jev-paint,https://github.com/achimala/jev-paint,9,"[""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""RadRebelSam/awesome-jev"", ""cobanov/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""stainlu/awesome-jev"", ""tanxarx/awesome-jev""]",unverified_outgoing_link_candidate
achimala/jevinci,https://github.com/achimala/jevinci,5,"[""Omrigotlieb/awesome-jev"", ""ham-zax/awesome-jev"", ""mabodx/awesome-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
acorn181/semantic-bookmark,https://github.com/acorn181/semantic-bookmark,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
acoyfellow/edit,https://github.com/acoyfellow/edit,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
acoyfellow/nightglass,https://github.com/acoyfellow/nightglass,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
acoyfellow/predict,https://github.com/acoyfellow/predict,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
actions-marketplace-validations/sathariels_jevtriage,https://github.com/actions-marketplace-validations/sathariels_jevtriage,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
adagora/jev-experiments,https://github.com/adagora/jev-experiments,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adagora/try_pixelrag_optional_bm25_hybrid_jev,https://github.com/adagora/try_pixelrag_optional_bm25_hybrid_jev,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adamjralph/skill-broker,https://github.com/adamjralph/skill-broker,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adammichaelwood/jev-music-theory-1,https://github.com/adammichaelwood/jev-music-theory-1,5,"[""daftAI2026/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adamnroman/slop-filter,https://github.com/adamnroman/slop-filter,3,"[""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adampippert/granite-decisions,https://github.com/adampippert/granite-decisions,2,"[""jtnkminimal/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adams100111/typesafe-laravel,https://github.com/adams100111/typesafe-laravel,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
adams100111/typesafe-php,https://github.com/adams100111/typesafe-php,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
adamtopaz/jevhammer,https://github.com/adamtopaz/jevhammer,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adamtopaz/jevhammer_benchmark,https://github.com/adamtopaz/jevhammer_benchmark,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adamtopaz/jevselector,https://github.com/adamtopaz/jevselector,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adarc8/how-sure-is-jev,https://github.com/adarc8/how-sure-is-jev,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
adarshmishra07/jcm-router,https://github.com/adarshmishra07/jcm-router,15,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""fatwang2/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""kraayenjon/awesome-jev"", ""mabodx/awesome-jev"", ""oxwen11/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""valentynkit/awesome-jev-typesafe"", ""walidboulanouar/awesome-jev-use-cases"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
addition2000/book-of-answers,https://github.com/addition2000/book-of-answers,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
adebmbng/jev-trade-prediction,https://github.com/adebmbng/jev-trade-prediction,2,"[""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adelaserna82/jev-model-net-sdk,https://github.com/adelaserna82/jev-model-net-sdk,1,"[""RadRebelSam/awesome-jev""]",unverified_outgoing_link_candidate
adhamelhayek-lab/jev-connector,https://github.com/adhamelhayek-lab/jev-connector,4,"[""daftAI2026/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adhyaay-karnwal/jev-chat,https://github.com/adhyaay-karnwal/jev-chat,9,"[""JohnDotOwl/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adibhanna/typesafego,https://github.com/adibhanna/typesafego,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adibrill1/jev-factorio,https://github.com/adibrill1/jev-factorio,2,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
adigulalkari/jev_gc,https://github.com/adigulalkari/jev_gc,2,"[""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
adihex/typesafeai-fafo,https://github.com/adihex/typesafeai-fafo,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adilmoujahid/jev-banking77-demo,https://github.com/adilmoujahid/jev-banking77-demo,2,"[""mabodx/awesome-jev"", ""robokrunch/awesome-jev""]",unverified_outgoing_link_candidate
adilmp/does-jev-confidence-mean-anything,https://github.com/adilmp/does-jev-confidence-mean-anything,2,"[""Yifan-Lan/awesome-jev-robustness"", ""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
adityakhalkar/jeveye,https://github.com/adityakhalkar/jeveye,2,"[""AppitStudio/awesome-jev"", ""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
adityakhalkar/jevnql,https://github.com/adityakhalkar/jevnql,2,"[""KennethAshley/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adiun/clinical-trial-screener,https://github.com/adiun/clinical-trial-screener,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
adkid-zephyr/chinese-workflow-decision-bench,https://github.com/adkid-zephyr/chinese-workflow-decision-bench,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
adkid-zephyr/work-with-jev,https://github.com/adkid-zephyr/work-with-jev,2,"[""RadRebelSam/awesome-jev"", ""logicrw/awesome-jev-projects""]",unverified_outgoing_link_candidate
adlternative/tally,https://github.com/adlternative/tally,2,"[""daftAI2026/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adnanlah/scopus-smart-search,https://github.com/adnanlah/scopus-smart-search,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adocbl/jev-resume-polisher,https://github.com/adocbl/jev-resume-polisher,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adrian-lzr/jev-spire-brain,https://github.com/adrian-lzr/jev-spire-brain,2,"[""RadRebelSam/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
adtyavrdhn/pydantic-jev-examples,https://github.com/adtyavrdhn/pydantic-jev-examples,7,"[""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
advayc/instructional-agent,https://github.com/advayc/instructional-agent,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
advision-development/jevicle,https://github.com/advision-development/jevicle,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ady95/jev_tutorial,https://github.com/ady95/jev_tutorial,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ae-alphaedge/grokskill-jev,https://github.com/ae-alphaedge/grokskill-jev,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aegsrl7/jevmap,https://github.com/aegsrl7/jevmap,3,"[""RadRebelSam/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aerotoad/neboa,https://github.com/aerotoad/neboa,1,"[""jellydn/awesome-typesafe""]",unverified_outgoing_link_candidate
aesaganda/jev,https://github.com/aesaganda/jev,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
aesgalexis/model-switch,https://github.com/aesgalexis/model-switch,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
afanjul/jev-llm,https://github.com/afanjul/jev-llm,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
affirmitv/bitrate-advisor,https://github.com/affirmitv/bitrate-advisor,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
affirmitv/ghosthands,https://github.com/affirmitv/ghosthands,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
afurm/typesafe-sdk-ruby,https://github.com/afurm/typesafe-sdk-ruby,4,"[""RadRebelSam/awesome-jev"", ""daftAI2026/awesome-jev"", ""hellogumbo/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
agaches/jev-test,https://github.com/agaches/jev-test,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
agarwalpranav0711/jev-ai-testing,https://github.com/agarwalpranav0711/jev-ai-testing,1,"[""mabodx/awesome-jev""]",unverified_outgoing_link_candidate
agencyenterprise/jev-recipes,https://github.com/agencyenterprise/jev-recipes,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
agent-chaperone/agent-chaperone,https://github.com/agent-chaperone/agent-chaperone,10,"[""AppitStudio/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""Promethe-us/awesome-jev"", ""ham-zax/awesome-jev"", ""hellogumbo/awesome-jev"", ""robokrunch/awesome-jev"", ""stainlu/awesome-jev"", ""yibie/awesome-jev"", ""youzizzz1028/Awesome-Jev""]",unverified_outgoing_link_candidate
agent-labs-dev/fastbrowse,https://github.com/agent-labs-dev/fastbrowse,17,"[""AbdelStark/awesome-typesafe-jev"", ""BeatAPI/awesome-jev"", ""KennethAshley/awesome-jev"", ""MrJev/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""daftAI2026/awesome-jev"", ""ham-zax/awesome-jev"", ""heyjunpenn/awesome-jev"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""oxwen11/awesome-jev"", ""rhc98/awesome-jev"", ""sontakey/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev"", ""v-modal/awesome-jev-tools"", ""yibie/awesome-jev""]",unverified_outgoing_link_candidate
agentgateway/agentgateway,https://github.com/agentgateway/agentgateway,10,"[""BeatAPI/awesome-jev"", ""Omrigotlieb/awesome-jev"", ""hellogumbo/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jtnkminimal/awesome-jev"", ""kydlikebtc/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
agentik-os/jev-radar,https://github.com/agentik-os/jev-radar,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
agentiloop/agent,https://github.com/agentiloop/agent,4,"[""BeatAPI/awesome-jev"", ""logicrw/awesome-jev-projects"", ""onmyway133/awesome-jev"", ""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
agentjido/req_llm,https://github.com/agentjido/req_llm,6,"[""BeatAPI/awesome-jev"", ""ckaraca/awesome-jev"", ""fatwang2/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""onmyway133/awesome-jev""]",unverified_outgoing_link_candidate
agnuxo1/universal-cognitive-architecture-jev-v2,https://github.com/agnuxo1/universal-cognitive-architecture-jev-v2,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
agoraio-community/convoai-jev-vad,https://github.com/agoraio-community/convoai-jev-vad,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
agricidaniel/jev-seo,https://github.com/agricidaniel/jev-seo,3,"[""RadRebelSam/awesome-jev"", ""logicrw/awesome-jev-projects"", ""robokrunch/awesome-jev""]",unverified_outgoing_link_candidate
agrogov/jev-system-one-study,https://github.com/agrogov/jev-system-one-study,1,"[""Yifan-Lan/awesome-jev-robustness""]",unverified_outgoing_link_candidate
agupta01/jev-8-ball,https://github.com/agupta01/jev-8-ball,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ahastudio/til,https://github.com/ahastudio/til,1,"[""kydlikebtc/awesome-jev""]",unverified_outgoing_link_candidate
ahmadnmic/autocorrecter,https://github.com/ahmadnmic/autocorrecter,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ahmadswalih/jev-chess-test,https://github.com/ahmadswalih/jev-chess-test,1,"[""daftAI2026/awesome-jev""]",unverified_outgoing_link_candidate
ahoo/cpa-plugin-systemone,https://github.com/ahoo/cpa-plugin-systemone,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ahtcfg24/codex-speculator,https://github.com/ahtcfg24/codex-speculator,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ahtoooxa/jev-cyrillic-audit,https://github.com/ahtoooxa/jev-cyrillic-audit,4,"[""Yifan-Lan/awesome-jev-robustness"", ""daftAI2026/awesome-jev"", ""stainlu/awesome-jev"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ai-pm-wiki/aipm-annotation-server,https://github.com/ai-pm-wiki/aipm-annotation-server,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
ai-suifeng/comment-jev-chrome,https://github.com/ai-suifeng/comment-jev-chrome,4,"[""RadRebelSam/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ai-suifeng/twitter-laji-fliter-chrome,https://github.com/ai-suifeng/twitter-laji-fliter-chrome,1,"[""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
ai-unleashed/jev-showcase,https://github.com/ai-unleashed/jev-showcase,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
ai13io/jev-native-mcp,https://github.com/ai13io/jev-native-mcp,1,"[""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
aibangjuxin/knowledge,https://github.com/aibangjuxin/knowledge,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aidanobrien5599/smartpaste,https://github.com/aidanobrien5599/smartpaste,1,"[""stainlu/awesome-jev""]",unverified_outgoing_link_candidate
aidenhadisi/mayi,https://github.com/aidenhadisi/mayi,1,"[""AppitStudio/awesome-jev""]",unverified_outgoing_link_candidate
aidil2105/jev-browser-pilot,https://github.com/aidil2105/jev-browser-pilot,7,"[""MumuTW/awesome-jev"", ""daftAI2026/awesome-jev"", ""heyjunpenn/awesome-jev"", ""jqueryscript/awesome-jev"", ""logicrw/awesome-jev-projects"", ""mabodx/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aieo-product/jev-gamebenchmark,https://github.com/aieo-product/jev-gamebenchmark,5,"[""JohnDotOwl/awesome-jev"", ""jtnkminimal/awesome-jev"", ""mabodx/awesome-jev"", ""stainlu/awesome-jev"", ""thevibeworks/awesome-typesafe-jev""]",unverified_outgoing_link_candidate
aignlai/reflexroute,https://github.com/aignlai/reflexroute,2,"[""RadRebelSam/awesome-jev"", ""oxwen11/awesome-jev""]",unverified_outgoing_link_candidate
aimark-dai/jev-chat-windows-deepseek-jev,https://github.com/aimark-dai/jev-chat-windows-deepseek-jev,5,"[""Omrigotlieb/awesome-jev"", ""RadRebelSam/awesome-jev"", ""hellogumbo/awesome-jev"", ""logicrw/awesome-jev-projects"", ""wh000wh000/awesome-jev-live""]",unverified_outgoing_link_candidate
